key,fare_amount,passenger_count,pickup_datetime,pickup_latitude,dropoff_latitude,pickup_longitude,dropoff_longitude
2012-12-06 18:05:00.000000201,35.0,2.0,2012-12-06 18:05:00 UTC,40.787772,40.719772,-73.95331,-73.944352
2012-12-06 18:05:00.000000215,9.0,1.0,2099-01-01 00:00:00 UTC,40.77308,0.0,-73.96083,0.0
2014-07-20 12:48:35.0000001,17.0,1.0,2099-01-01 00:00:00 UTC,40.743883,40.766063,-73.97339000000001,-73.954021
2009-01-25 18:41:00.000000193,6.1,5.0,2009-01-25 18:41:00 UTC,40.74308,40.734233,-74.00012199999999,-74.00615
2010-03-27 02:26:39.0000001,14.5,2.0,2010-03-27 02:26:39 UTC,40.716487,40.674963,-73.961598,-73.960417
2011-01-05 17:39:00.00000040,3.7,1.0,2011-01-05 17:39:00 UTC,40.761268,40.765535,-73.966957,-73.967912
2012-05-11 15:03:53.0000001,32.5,2.0,2012-05-11 15:03:53 UTC,40.774105,40.764393,-73.872862,-73.97059300000001
2010-01-03 10:20:12.0000005,5.3,3.0,2010-01-03 10:20:12 UTC,40.739527,40.726264,-73.995083,-73.999599
2012-11-08 21:00:00.00000040,11.5,5.0,2012-11-08 21:00:00 UTC,40.750142,40.73622,-73.972018,-74.006008
2013-11-23 23:34:03.0000003,4.0,1.0,2013-11-23 23:34:03 UTC,40.741569,40.748834,-73.993701,-73.987999
2010-06-17 16:12:58.0000001,10.5,100.0,2010-06-17 16:12:58 UTC,40.7575,40.745051,-73.966473,-73.993336
2012-08-19 19:56:34.0000002,17.7,100.0,2012-08-19 19:56:34 UTC,51.5,40.7003,-0.1,-73.808317
2013-01-17 17:22:00.00000043,8.0,2.0,2013-01-17 17:22:00 UTC,0.0,0.0,0.0,0.0
2013-05-10 16:39:08.0000001,5.0,1.0,2013-05-10 16:39:08 UTC,40.763378,40.776598,-73.971696,-73.962035
2013-09-17 04:22:00.0000006,19.0,1.0,2013-09-17 04:22:00 UTC,40.729325,40.697207,-73.98721,-73.931985
2014-01-06 21:21:00.0000005,8.0,1.0,2014-01-06 21:21:00 UTC,40.717977000000005,40.737407,-73.98849200000001,-73.97818000000001
2010-09-30 08:38:00.00000021,7.3,2.0,2010-09-30 08:38:00 UTC,40.72165,40.717167,-73.986588,-74.00800500000001
2012-10-06 15:47:00.000000111,6.5,5.0,2012-10-06 15:47:00 UTC,51.5,40.789645,-0.1,-73.97358299999999
2013-02-11 00:13:00.00000025,8.0,1.0,2013-02-11 00:13:00 UTC,40.733692,40.72859,-74.002843,-73.987882
2014-09-12 23:10:00.000000213,16.5,1.0,2014-09-12 23:10:00 UTC,40.676052,40.723145,-73.983837,-74.002522
2009-09-22 21:14:00.000000225,49.57,2.0,2009-09-22 21:14:00 UTC,40.7526,40.643783,-73.977023,-73.79030999999999
2012-02-03 13:46:35.0000004,10.5,,2012-02-03 13:46:35 UTC,40.737723,40.766095,-73.988006,-73.965699
2012-02-12 01:26:00.000000159,22.5,5.0,2012-02-12 01:26:00 UTC,40.75909,40.86861,-73.9882,-73.923683
2014-11-01 16:51:09.0000001,12.5,2.0,2014-11-01 16:51:09 UTC,40.748023,40.757891,-73.984723,-73.977245
2013-01-26 18:36:00.000000167,5.5,1.0,2013-01-26 18:36:00 UTC,40.785607,40.789532,-73.950305,-73.943587
2013-05-20 11:03:50.0000003,6.5,1.0,2013-05-20 11:03:50 UTC,40.747911,40.761998,-73.980735,-73.97053000000001
2015-05-31 07:33:18.0000002,16.5,3.0,2015-05-31 07:33:18 UTC,40.75542831420898,40.80210113525391,-73.99698638916014,-73.95319366455078
2015-02-15 22:41:32.0000003,9.0,1.0,2099-01-01 00:00:00 UTC,40.73310089111328,40.70721435546875,-74.00344848632812,-74.00800323486328
2009-06-25 10:29:00.00000012,8.9,1.0,2009-06-25 10:29:00 UTC,40.768003,40.763392,-73.9578,-73.981712
2009-07-23 17:05:10.0000002,10.9,1.0,2009-07-23 17:05:10 UTC,40.746697,40.772219,-73.983735,-73.954411
2011-03-19 15:00:27.0000001,8.9,1.0,2011-03-19 15:00:27 UTC,40.729782,40.752803,-73.98103,-73.993011
2011-05-06 11:37:14.0000004,8.5,1.0,2099-01-01 00:00:00 UTC,40.774034,40.760823,-73.963115,-73.975251
2013-02-08 09:50:04.0000001,17.0,1.0,2013-02-08 09:50:04 UTC,40.759027,40.753397,-73.962458,-73.986199
2010-08-24 01:39:26.0000001,12.5,1.0,2010-08-24 01:39:26 UTC,40.720855,40.668304,-74.003848,-73.98098
2014-05-13 22:19:00.000000144,52.5,,2014-05-13 22:19:00 UTC,40.762062,40.675135,-73.982265,-73.76855
2014-10-25 21:24:00.000000167,16.0,1.0,2014-10-25 21:24:00 UTC,40.745547,40.794295,-74.005677,-73.962663
2015-04-19 22:21:12.0000005,8.0,1.0,2015-04-19 22:21:12 UTC,40.74728012084961,40.74076843261719,-73.98548889160156,-74.00767517089844
2010-05-17 07:44:00.00000096,17.3,1.0,2010-05-17 07:44:00 UTC,40.785633,40.720302,-73.950972,-74.01024
2011-10-26 03:37:00.0000004,5.7,1.0,2011-10-26 03:37:00 UTC,40.711253,40.731078,-74.00844000000001,-74.001313
2015-04-18 09:30:31.0000002,5.5,1.0,2099-01-01 00:00:00 UTC,40.7420654296875,40.75165557861328,-73.98091125488281,-73.97698974609375
2009-02-27 13:31:21.0000003,16.5,2.0,2009-02-27 13:31:21 UTC,40.762091,40.706195,-73.974938,-74.003309
2009-07-16 20:33:00.000000126,12.9,2.0,2009-07-16 20:33:00 UTC,40.680558000000005,40.726788,-73.980755,-73.98911
2011-05-16 13:10:38.0000002,10.1,,2011-05-16 13:10:38 UTC,40.739058,40.76768,-73.99124499999999,-73.992972
2013-08-09 21:19:00.00000024,9.5,1.0,2013-08-09 21:19:00 UTC,40.730417,40.740247,-73.992583,-74.005352
2010-03-14 15:40:00.00000012,4.5,5.0,2010-03-14 15:40:00 UTC,51.5,40.757498,-0.1,-73.97655300000001
2011-04-27 13:19:48.0000002,6.5,1.0,2011-04-27 13:19:48 UTC,40.764009,40.755971,-73.971541,-73.975937
2015-01-30 00:16:06.0000005,21.5,1.0,2015-01-30 00:16:06 UTC,40.72149658203125,40.6530647277832,-74.0010986328125,-73.95943450927734
2009-12-27 21:07:39.0000001,4.9,1.0,2009-12-27 21:07:39 UTC,40.73978,40.733091,-74.00301800000001,-73.99153299999999
2010-07-04 13:07:47.0000002,5.7,2.0,2010-07-04 13:07:47 UTC,40.750049,40.75193,-73.991037,-73.980438
2012-08-28 12:29:40.0000002,14.9,1.0,2012-08-28 12:29:40 UTC,40.758864,40.722718,-73.992214,-73.9938
2013-03-24 18:05:42.0000002,35.5,1.0,2013-03-24 18:05:42 UTC,40.770005,40.705533,-73.86389100000001,-74.007246
2014-08-13 08:26:00.000000136,8.5,1.0,2014-08-13 08:26:00 UTC,40.78676,40.768112,-73.954598,-73.966013
2011-01-21 18:43:46.0000007,4.1,1.0,2011-01-21 18:43:46 UTC,40.768364,40.762939,-73.982279,-73.985968
2011-02-26 20:27:36.0000003,11.7,,2011-02-26 20:27:36 UTC,40.781004,40.738813,-73.98149599999999,-73.99592
2013-06-22 02:35:01.0000004,23.0,1.0,2013-06-22 02:35:01 UTC,40.746099,40.829451,-73.99772800000001,-73.94765600000001
2009-06-06 23:56:00.000000150,5.7,2.0,2009-06-06 23:56:00 UTC,40.762498,40.755345,-73.982357,-73.97321
2009-01-24 09:51:00.000000115,5.3,1.0,2009-01-24 09:51:00 UTC,40.769178,40.77821,-73.96706999999999,-73.954895
2015-02-27 07:50:56.0000003,10.5,1.0,2015-02-27 07:50:56 UTC,40.77595901489258,40.78507995605469,-73.94402313232422,-73.95504760742188
2009-03-25 14:48:49.0000004,4.9,1.0,2009-03-25 14:48:49 UTC,40.774001,40.787111,-73.982095,-73.975373
2010-09-10 18:45:00.00000017,6.5,4.0,2010-09-10 18:45:00 UTC,40.766992,40.779708,-73.98353,-73.986255
2011-08-31 13:47:02.0000003,11.3,2.0,2011-08-31 13:47:02 UTC,40.729204,40.74851,-73.981154,-74.007407
2009-05-29 09:46:11.0000002,5.3,2.0,2009-05-29 09:46:11 UTC,40.761844,40.756375,-73.98341500000001,-73.990414
2010-07-15 19:09:01.0000002,5.7,1.0,2010-07-15 19:09:01 UTC,40.733166,40.74553,-74.006055,-74.002895
2010-06-09 06:20:32.0000001,6.1,1.0,2010-06-09 06:20:32 UTC,40.719238,40.737977,-74.008083,-73.99831999999999
2012-04-15 17:02:44.0000002,9.3,1.0,2012-04-15 17:02:44 UTC,40.746573,40.767145,-73.995636,-73.984437
2013-02-06 14:52:00.000000129,4.5,2.0,2013-02-06 14:52:00 UTC,40.755692,40.755727,-73.972072,-73.972082
2011-12-13 05:56:00.00000035,5.7,4.0,2011-12-13 05:56:00 UTC,40.755982,40.75421,-73.99049000000001,-73.974202
2014-07-27 08:22:00.00000022,16.5,2.0,2014-07-27 08:22:00 UTC,40.76542,40.73877,-73.95485,-74.00751
2013-06-06 15:23:56.0000002,17.0,2.0,2013-06-06 15:23:56 UTC,40.764046,40.729272,-73.954462,-73.99459300000001
2014-07-12 15:22:00.00000058,24.5,6.0,2014-07-12 15:22:00 UTC,40.707952,40.760632,-74.01278,-73.99793199999999
2010-05-25 20:14:00.000000130,6.1,1.0,2010-05-25 20:14:00 UTC,40.735298,40.729892,-74.005278,-73.986698
2012-09-08 00:49:20.0000004,6.0,1.0,2012-09-08 00:49:20 UTC,40.729625,40.71741,-74.004935,-74.01615600000001
2014-01-08 21:55:58.0000006,6.5,100.0,2014-01-08 21:55:58 UTC,40.726303,40.726303,-73.998488,-73.998488
2010-09-05 17:08:00.00000092,3.7,5.0,2010-09-05 17:08:00 UTC,0.0,0.0,0.0,0.0
2012-08-30 18:57:00.00000017,4.5,3.0,2012-08-30 18:57:00 UTC,40.765577,40.76451,-73.9265,-73.93789699999999
2013-05-02 07:41:00.00000089,27.0,1.0,2013-05-02 07:41:00 UTC,40.718622,40.778482,-73.987285,-73.959295
2010-01-12 17:11:00.00000032,16.1,100.0,2010-01-12 17:11:00 UTC,40.763282,40.716935,-73.959222,-73.9633
2010-11-07 17:14:23.0000001,15.7,2.0,2010-11-07 17:14:23 UTC,40.751455,40.783542,-73.97489499999999,-73.98175400000001
2012-04-22 00:35:00.000000113,26.9,,2012-04-22 00:35:00 UTC,40.768622,40.736167,-73.863072,-73.98214499999999
2013-01-05 21:36:00.000000198,5.5,1.0,2013-01-05 21:36:00 UTC,40.735497,40.739392,-73.989692,-73.982012
2013-10-05 09:12:21.0000001,6.0,1.0,2013-10-05 09:12:21 UTC,40.747961,40.757229,-74.00031,-73.993636
2011-04-05 11:29:00.00000085,12.9,1.0,2011-04-05 11:29:00 UTC,40.72777,40.759143,-73.985185,-73.98060500000001
2012-04-25 20:39:00.000000241,11.3,1.0,2012-04-25 20:39:00 UTC,40.746577,40.709365000000005,-73.993973,-74.00506
2011-01-10 16:07:00.00000049,42.5,2.0,2011-01-10 16:07:00 UTC,40.807722,40.724365,-73.795677,-73.97868299999999
2011-01-14 18:10:00.000000129,5.7,2.0,2011-01-14 18:10:00 UTC,40.74738,40.744572,-73.98637,-73.975567
2012-04-02 08:02:16.0000001,5.3,2.0,2012-04-02 08:02:16 UTC,40.77854,40.778483,-73.948001,-73.958566
2010-02-10 08:57:54.0000001,10.5,1.0,2010-02-10 08:57:54 UTC,40.766901,40.743475,-73.95410799999999,-73.984133
2011-05-31 22:21:01.0000004,7.3,,2011-05-31 22:21:01 UTC,40.76144,40.792574,-73.99400899999999,-73.972811
2011-09-26 09:32:42.0000002,4.5,1.0,2011-09-26 09:32:42 UTC,40.739986,40.736707,-73.99533100000001,-73.987655
2012-10-23 08:09:25.0000006,12.5,1.0,2012-10-23 08:09:25 UTC,40.768633,40.744372,-73.982332,-73.983343
2013-09-07 22:29:00.0000004,16.5,1.0,2013-09-07 22:29:00 UTC,40.731697,40.780347,-73.9952,-73.94977
2012-07-31 19:20:00.00000027,4.9,2.0,2012-07-31 19:20:00 UTC,40.72664,40.72722,-74.002707,-73.991825
2013-03-17 12:56:58.0000003,15.5,1.0,2013-03-17 12:56:58 UTC,40.76853,40.730008000000005,-73.985132,-74.002285
2009-06-06 01:57:52.0000002,11.3,1.0,2009-06-06 01:57:52 UTC,40.726966,40.77547,-73.98019599999999,-73.956413
2012-01-13 11:28:00.00000062,14.9,6.0,2012-01-13 11:28:00 UTC,40.782767,40.794812,-73.955268,-73.93238199999999
2012-03-16 07:58:00.00000012,30.9,100.0,2012-03-16 07:58:00 UTC,40.763977,40.773607,-73.981942,-73.870455
2012-06-18 20:57:27.0000001,6.1,1.0,2012-06-18 20:57:27 UTC,40.75238,40.743197,-73.98971999999999,-74.007553
2010-02-23 09:49:00.00000056,3.3,1.0,2010-02-23 09:49:00 UTC,40.749905,40.750907,-73.995802,-73.99454300000001
2012-01-06 07:05:08.0000002,4.1,1.0,2012-01-06 07:05:08 UTC,40.754275,40.753213,-73.991863,-73.983796
2014-07-21 14:03:00.00000087,12.0,3.0,2014-07-21 14:03:00 UTC,40.764185,40.750242,-73.973857,-73.994435
2014-08-05 11:44:33.0000001,9.0,1.0,2014-08-05 11:44:33 UTC,40.754599,40.751693,-73.991485,-74.00497
2012-03-29 03:51:00.00000020,2.5,1.0,2012-03-29 03:51:00 UTC,40.720105,0.0,-73.989142,0.0
2012-06-30 13:43:00.000000130,8.9,1.0,2012-06-30 13:43:00 UTC,40.743287,40.754512,-73.98948,-73.965692
2014-01-31 04:49:53.0000001,10.5,1.0,2014-01-31 04:49:53 UTC,40.72375,40.711855,-73.97899100000001,-73.96304599999999
2010-11-16 19:40:00.00000086,5.7,1.0,2010-11-16 19:40:00 UTC,40.727492,40.719123,-74.000552,-74.005037
2012-12-15 19:11:53.0000002,7.0,,2012-12-15 19:11:53 UTC,40.718762,40.705536,-74.002462,-74.007071
2014-07-20 23:51:54.0000003,12.0,1.0,2014-07-20 23:51:54 UTC,40.768466,40.800466,-73.98499699999999,-73.944564
2010-05-24 14:24:00.00000021,49.57,1.0,2010-05-24 14:24:00 UTC,40.75674,40.64691,-73.982483,-73.789985
2011-07-24 01:14:35.0000002,8.5,2.0,2011-07-24 01:14:35 UTC,0.0,0.0,0.0,0.0
2012-08-18 18:33:00.00000053,4.5,1.0,2012-08-18 18:33:00 UTC,40.776027,40.764307,-73.947035,-73.95549799999999
2009-08-08 21:32:00.00000095,7.3,5.0,2009-08-08 21:32:00 UTC,40.762802,40.750252,-73.977897,-73.99153000000001
2010-01-08 00:28:00.00000052,5.3,1.0,2010-01-08 00:28:00 UTC,40.754723,40.739248,-73.986402,-73.998898
2010-09-19 19:28:00.000000123,6.9,5.0,2010-09-19 19:28:00 UTC,40.755712,40.734913,-73.967425,-73.983035
2012-05-16 18:14:00.000000211,9.3,1.0,2012-05-16 18:14:00 UTC,40.792648,40.769673,-73.971088,-73.968405
2013-09-03 08:08:00.00000011,9.0,1.0,2013-09-03 08:08:00 UTC,40.779967,40.78777,-73.98088,-73.95374699999999
2013-01-20 14:33:27.0000001,13.0,100.0,2013-01-20 14:33:27 UTC,40.738935,40.759953,-74.008125,-73.980522
